"No.","Time","Source","Destination","Protocol","Length","Info"
"52","2023-03-21 23:01:03,187088","88:3a:63:dc:56:3c","ff:df:ed:6e:6e:bb","802.11","70","Probe Request, SN=2301, FN=2, Flags=........, SSID=Wildcard (Broadcast)"
"53","2023-03-21 23:01:03,196577","e2:10:53:20:ba:90","Broadcast","802.11","85","Probe Request, SN=2293, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"54","2023-03-21 23:01:03,203190","2e:b5:55:f7:27:c2","Broadcast","802.11","85","Probe Request, SN=2328, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"55","2023-03-21 23:01:03,234914","72:f4:31:90:7f:e9","Broadcast","802.11","85","Probe Request, SN=1495, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"56","2023-03-21 23:01:03,241471","ba:a9:81:32:1b:ca","Broadcast","802.11","85","Probe Request, SN=3298, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"57","2023-03-21 23:01:03,256507","fa:70:e4:fe:0c:3f","Broadcast","802.11","85","Probe Request, SN=604, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"58","2023-03-21 23:01:03,502409","72:f4:31:90:7f:e9","Broadcast","802.11","85","Probe Request, SN=3215, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"59","2023-03-21 23:01:05,781713","","","802.11","955","Unrecognized (Reserved frame), Flags=..m.R.FT"
"60","2023-03-21 23:01:06,223732","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=167, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"61","2023-03-21 23:01:06,246899","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=168, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"62","2023-03-21 23:01:07,035612","","","802.11","1883","Unknown protocol version: 2[Malformed Packet]"
"63","2023-03-21 23:01:11,012420","c7:84:2f:7c:05:37 (c7:84:2f:7c:05:37) (TA)","5e:cd:61:d6:f1:50 (5e:cd:61:d6:f1:50) (RA)","802.11","2075","PV1 QoS Data - no SIDs"
"64","2023-03-21 23:01:11,484569","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=177, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"65","2023-03-21 23:01:11,527827","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=179, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"66","2023-03-21 23:01:11,549949","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=180, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"67","2023-03-21 23:01:11,570788","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=181, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"68","2023-03-21 23:01:12,070784","3c:f5:6b:4f:cc:e8","3c:f5:6b:4f:cc:e8 (3c:f5:6b:4f:cc:e8) (SA)","802.11","1579","PV1 Management[Malformed Packet]"
"69","2023-03-21 23:01:12,084432","","","802.11","2491","Unknown protocol version: 2[Malformed Packet]"
"70","2023-03-21 23:01:12,144055","","","802.11","2795","Unrecognized (Reserved frame), Flags=...P...T"
"71","2023-03-21 23:01:12,155941","7e:ab:fa:05:5f:6c","57:08:f5:e0:f8:71","802.11","1393","Fragmented IEEE 802.11 frame"
"72","2023-03-21 23:01:12,156030","f5:54:cb:a3:76:44 (f5:54:cb:a3:76:44) (TA)","82:ca:5f:30:1e:da (82:ca:5f:30:1e:da) (RA)","802.11","75","PV1 Management"
"73","2023-03-21 23:01:12,879086","","","802.11","2251","Unknown protocol version: 2[Malformed Packet]"
"74","2023-03-21 23:01:13,625352","","","802.11","987","Unknown protocol version: 3[Malformed Packet]"
"75","2023-03-21 23:01:16,945983","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=196, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"76","2023-03-21 23:01:16,966595","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=197, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"77","2023-03-21 23:01:17,010099","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=199, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"78","2023-03-21 23:01:17,874331","","","802.11","996","Fragmented IEEE 802.11 frame"
"79","2023-03-21 23:01:18,333201","95:57:35:22:2e:99","85:ac:d0:2e:81:75","802.11","411","Fragmented IEEE 802.11 frame"
"80","2023-03-21 23:01:20,391162","","","802.11","2315","Unknown protocol version: 2[Malformed Packet]"
"81","2023-03-21 23:01:21,607439","2c:db:ef:e6:a2:a4","47:c9:67:6a:0c:29","802.11","3435","Acknowledgement (No data), SN=915, FN=3, Flags=o.mP.MF."
"82","2023-03-21 23:01:22,234878","22:27:5b:36:d5:1a","Broadcast","802.11","141","Probe Request, SN=206, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"83","2023-03-21 23:01:22,389868","96:9f:ed:1d:1f:1f","Broadcast","802.11","141","Probe Request, SN=208, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"84","2023-03-21 23:01:22,470693","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=218, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"85","2023-03-21 23:01:22,814828","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=233, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"86","2023-03-21 23:01:22,835086","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=234, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"87","2023-03-21 23:01:23,318848","96:9f:ed:1d:1f:1f","Broadcast","802.11","141","Probe Request, SN=227, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"88","2023-03-21 23:01:23,635712","96:9f:ed:1d:1f:1f","Broadcast","802.11","141","Probe Request, SN=234, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"89","2023-03-21 23:01:23,764699","96:9f:ed:1d:1f:1f","Broadcast","802.11","141","Probe Request, SN=236, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"90","2023-03-21 23:01:23,775562","96:9f:ed:1d:1f:1f","Broadcast","802.11","141","Probe Request, SN=237, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"91","2023-03-21 23:01:25,287926","a6:1f:87:26:08:36","Broadcast","802.11","113","Probe Request, SN=1882, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"92","2023-03-21 23:01:25,961963","9a:fc:19:09:d0:a4","Broadcast","802.11","162","Probe Request, SN=1598, FN=0, Flags=........, SSID=""Livebox-C9F0"""
"93","2023-03-21 23:01:27,994628","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=239, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"94","2023-03-21 23:01:28,081861","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=243, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"95","2023-03-21 23:01:28,101815","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=244, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"96","2023-03-21 23:01:28,187678","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=248, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"97","2023-03-21 23:01:28,252471","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=251, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"98","2023-03-21 23:01:28,273055","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=252, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"99","2023-03-21 23:01:32,855966","da:07:e3:5d:a1:37","Broadcast","802.11","141","Probe Request, SN=1142, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"100","2023-03-21 23:01:32,857230","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"101","2023-03-21 23:01:32,999131","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"102","2023-03-21 23:01:33,283143","da:07:e3:5d:a1:37","Broadcast","802.11","141","Probe Request, SN=1150, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"103","2023-03-21 23:01:33,294223","da:07:e3:5d:a1:37","Broadcast","802.11","141","Probe Request, SN=1151, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"104","2023-03-21 23:01:33,442608","da:07:e3:5d:a1:37","Broadcast","802.11","141","Probe Request, SN=1152, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"105","2023-03-21 23:01:33,452534","da:07:e3:5d:a1:37","Broadcast","802.11","141","Probe Request, SN=1153, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"106","2023-03-21 23:01:33,463626","da:07:e3:5d:a1:37","Broadcast","802.11","141","Probe Request, SN=1154, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"107","2023-03-21 23:01:33,516822","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=261, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"108","2023-03-21 23:01:33,776068","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=273, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"109","2023-03-21 23:01:33,882017","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=278, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"110","2023-03-21 23:01:33,924806","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=280, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"111","2023-03-21 23:01:33,948216","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=281, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"112","2023-03-21 23:01:33,968714","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=282, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"113","2023-03-21 23:01:33,995980","","","802.11","2875","Unknown protocol version: 2[Malformed Packet]"
"114","2023-03-21 23:01:34,689826","","","802.11","571","Unknown protocol version: 3[Malformed Packet]"
"115","2023-03-21 23:01:35,028621","d7:05:a2:1e:ac:e8","d7:05:a2:1e:ac:e8 (d7:05:a2:1e:ac:e8) (SA)","802.11","155","PV1 Extension (currently reserved)"
"116","2023-03-21 23:01:35,616793","bb:9f:d2:1a:eb:98","55:c4:1b:a7:9d:7e","802.11","2651","Probe Response, SN=2225, FN=12, Flags=o.m...F., BI=20736, SSID=65d88ade025e41746cb41a3c828cb97101e6fe2e8f39eb6f27b7f102a2d500c43d295925â\200\246[Malformed Packet]"
"117","2023-03-21 23:01:35,937697","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"118","2023-03-21 23:01:36,323992","a3:6f:07:50:33:84","a3:6f:07:50:33:84 (a3:6f:07:50:33:84) (SA)","802.11","987","PV1 Reserved"
"119","2023-03-21 23:01:36,368114","Sagemcom_3d:61:a0","ff:ff:ff:33:f9:ff","802.11","213","Beacon frame, SN=2640, FN=0, Flags=........, BI=100, SSID=cc217665626f782d36314130"
"120","2023-03-21 23:01:36,488661","","","802.11","1691","Unknown protocol version: 2[Malformed Packet]"
"121","2023-03-21 23:01:36,794722","6a:72:43:39:d1:9b","Broadcast","802.11","116","Probe Request, SN=1258, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"122","2023-03-21 23:01:36,847325","08:e8:82:89:75:e5","0f:36:19:2b:35:c1","802.11","1819","Authentication, SN=3087, FN=13, Flags=opmP...T"
"123","2023-03-21 23:01:36,847608","","","802.11","747","Unknown protocol version: 3[Malformed Packet]"
"124","2023-03-21 23:01:37,306446","","","802.11","2020","Unknown protocol version: 2[Malformed Packet]"
"125","2023-03-21 23:01:38,061525","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"126","2023-03-21 23:01:38,121615","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"127","2023-03-21 23:01:38,156092","42:b6:02:03:00:f8","Broadcast","802.11","116","Probe Request, SN=1987, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"128","2023-03-21 23:01:38,186451","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"129","2023-03-21 23:01:38,450414","6c:0b:3f:d6:60:26","27:1b:b7:6a:94:cb","802.11","987","Fragmented IEEE 802.11 frame"
"130","2023-03-21 23:01:38,675086","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"131","2023-03-21 23:01:38,736492","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"132","2023-03-21 23:01:38,804618","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"133","2023-03-21 23:01:38,859133","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"134","2023-03-21 23:01:38,917846","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"135","2023-03-21 23:01:39,156693","","","802.11","10","Beacon frame[Malformed Packet]"
"136","2023-03-21 23:01:39,257974","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=293, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"137","2023-03-21 23:01:39,301436","Raspberr_34:36:32","Broadcast","802.11","190","Probe Request, SN=295, FN=0, Flags=........, SSID=Wildcard (Broadcast)[Malformed Packet: length of contained item exceeds length of containing item]"
"138","2023-03-21 23:01:39,357063","a9:80:75:e2:b0:47","8b:b2:cf:d5:48:d2","802.11","59","Authentication, SN=1702, FN=4, Flags=.pm.RM.."
"139","2023-03-21 23:01:39,357213","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=297, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"140","2023-03-21 23:01:39,365337","Raspberr_34:36:32","Broadcast","802.11","210","Probe Request, SN=298, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"141","2023-03-21 23:01:40,018781","c6:05:0f:b0:64:87","c6:05:0f:b0:64:87 (c6:05:0f:b0:64:87) (SA)","802.11","2859","PV1 Control[Malformed Packet]"
"142","2023-03-21 23:01:40,032737","af:f2:55:ec:8a:07","87:7e:cf:d7:8a:12","802.11","1307","Unrecognized (Reserved frame), SN=3206, FN=15, Flags=.pm.RM.T"
"143","2023-03-21 23:01:40,083336","","b5:6f:0d:e1:86:97 (b5:6f:0d:e1:86:97) (BSSID)","802.11","1227","DMG Beacon, Flags=.pm..MF."
"144","2023-03-21 23:01:40,341713","","","802.11","651","Unrecognized (Reserved frame), Flags=.pmP.MF."
"145","2023-03-21 23:01:41,339105","","","802.11","1131","Unknown protocol version: 2[Malformed Packet]"
"146","2023-03-21 23:01:41,375814","55:10:33:7b:00:a3","55:10:33:7b:00:a3 (55:10:33:7b:00:a3) (SA)","802.11","1387","PV1 Reserved"
"147","2023-03-21 23:01:41,794026","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"148","2023-03-21 23:01:42,211708","53:37:b1:ba:e5:d7","53:37:b1:ba:e5:d7 (53:37:b1:ba:e5:d7) (SA)","802.11","859","PV1 Control[Malformed Packet]"
"149","2023-03-21 23:01:42,811002","66:16:04:e1:ef:a0","Broadcast","802.11","116","Probe Request, SN=3634, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"150","2023-03-21 23:01:42,825177","66:16:04:e1:ef:a0","Broadcast","802.11","116","Probe Request, SN=3635, FN=0, Flags=........, SSID=Wildcard (Broadcast)"
"151","2023-03-21 23:01:42,855522","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"152","2023-03-21 23:01:42,979946","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"153","2023-03-21 23:01:43,160234","76:97:25:f9:1c:2a (76:97:25:f9:1c:2a) (TA)","09:5f:81:59:c9:c9 (09:5f:81:59:c9:c9) (RA)","802.11","107","PV1 QoS Data - no SIDs"
"154","2023-03-21 23:01:43,419853","d2:a3:87:19:30:56","d2:a3:87:19:30:56 (d2:a3:87:19:30:56) (SA)","802.11","1211","PV1 QoS Data - with one SID"
"155","2023-03-21 23:01:43,427598","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"156","2023-03-21 23:01:43,485103","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"157","2023-03-21 23:01:43,579055","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"158","2023-03-21 23:01:43,830058","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"159","2023-03-21 23:01:43,894362","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"160","2023-03-21 23:01:43,962622","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"161","2023-03-21 23:01:44,198616","aa:95:bf:79:9c:d3 (aa:95:bf:79:9c:d3) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"162","2023-03-21 23:01:44,204473","64:f6:37:9a:19:ee","64:f6:37:9a:19:ee (64:f6:37:9a:19:ee) (SA)","802.11","1659","PV1 Management[Malformed Packet]"
"163","2023-03-21 23:01:44,264509","","","802.11","635","Unrecognized (Reserved frame), Flags=op..R..."
